volume,open,high,low,close,caldt
154318347,384.35,385.58,378.23,380.01,2021-02-26 00:00:00-05:00
107534746,385.59,390.92,380.572,389.43,2021-03-01 00:00:00-05:00
81988591,389.82,390.07,386.0,386.56,2021-03-02 00:00:00-05:00
124095342,385.79,386.83,381.31,381.4,2021-03-03 00:00:00-05:00
187163522,381.22,384.0,371.88,376.6799,2021-03-04 00:00:00-05:00
154840748,380.46,384.76,372.64,383.56,2021-03-05 00:00:00-05:00
124010149,384.66,387.68,381.42,381.72,2021-03-08 00:00:00-05:00
116544202,385.85,389.91,381.7299,387.13,2021-03-09 00:00:00-05:00
111715355,389.69,391.4,388.1702,389.39,2021-03-10 00:00:00-05:00
87995511,392.23,395.65,391.74,393.46,2021-03-11 00:00:00-05:00
66408497,392.07,394.21,391.2,394.0,2021-03-12 00:00:00-05:00
76514167,394.33,396.685,392.03,396.48,2021-03-15 00:00:00-04:00
75735745,397.07,397.83,395.08,395.86,2021-03-16 00:00:00-04:00
98853032,394.53,398.12,393.3,397.21,2021-03-17 00:00:00-04:00
118149389,394.475,396.72,390.75,391.53,2021-03-18 00:00:00-04:00
115070074,389.88,391.569,387.15,389.57,2021-03-19 00:00:00-04:00
74744285,390.03,394.07,389.97,392.55,2021-03-22 00:00:00-04:00
91830191,391.91,393.46,388.66,389.63,2021-03-23 00:00:00-04:00
98576266,391.0,392.75,387.47,387.63,2021-03-24 00:00:00-04:00
117324362,385.98,390.55,383.9,389.72,2021-03-25 00:00:00-04:00
116858809,390.93,396.41,390.29,395.91,2021-03-26 00:00:00-04:00
114464450,394.4,396.75,392.81,395.76,2021-03-29 00:00:00-04:00
76954653,394.42,395.45,393.02,394.69,2021-03-30 00:00:00-04:00
114268733,395.34,398.0,395.31,396.33,2021-03-31 00:00:00-04:00
101181097,398.4,400.67,398.18,400.61,2021-04-01 00:00:00-04:00
92971454,403.46,406.94,403.38,406.36,2021-04-05 00:00:00-04:00
63118699,405.76,407.24,405.4,406.12,2021-04-06 00:00:00-04:00
56351333,405.94,406.96,405.45,406.59,2021-04-07 00:00:00-04:00
58807820,407.93,408.58,406.93,408.52,2021-04-08 00:00:00-04:00
62133104,408.39,411.67,408.26,411.49,2021-04-09 00:00:00-04:00
56704900,410.85,411.93,410.2,411.64,2021-04-12 00:00:00-04:00
56550988,411.53,413.529,411.12,412.86,2021-04-13 00:00:00-04:00
62468115,412.83,413.96,410.87,411.45,2021-04-14 00:00:00-04:00
60229843,413.74,416.16,413.69,415.87,2021-04-15 00:00:00-04:00
81977568,417.25,417.91,415.73,417.26,2021-04-16 00:00:00-04:00
78498638,416.26,416.74,413.79,415.21,2021-04-19 00:00:00-04:00
81851828,413.91,415.0859,410.59,412.17,2021-04-20 00:00:00-04:00
66792984,411.51,416.29,411.36,416.07,2021-04-21 00:00:00-04:00
98766103,415.89,416.78,411.13,412.27,2021-04-22 00:00:00-04:00
74074953,412.87,418.25,412.79,416.74,2021-04-23 00:00:00-04:00
53597096,417.44,418.22,416.8111,417.61,2021-04-26 00:00:00-04:00
52112393,417.93,418.14,416.3,417.52,2021-04-27 00:00:00-04:00
51994369,417.81,419.01,416.9,417.4,2021-04-28 00:00:00-04:00
80506526,420.32,420.72,416.44,420.06,2021-04-29 00:00:00-04:00
87467317,417.63,418.54,416.34,417.3,2021-04-30 00:00:00-04:00
68963710,419.43,419.84,417.665,418.2,2021-05-03 00:00:00-04:00
102684284,416.07,416.6,411.67,415.62,2021-05-04 00:00:00-04:00
61155687,417.38,417.63,414.94,415.75,2021-05-05 00:00:00-04:00
74534968,415.83,419.21,413.675,419.07,2021-05-06 00:00:00-04:00
68913001,419.89,422.815,419.16,422.12,2021-05-07 00:00:00-04:00
82950865,422.5,422.74,417.81,417.94,2021-05-10 00:00:00-04:00
118182209,413.1,415.27,410.06,414.21,2021-05-11 00:00:00-04:00
137078636,411.23,412.59,404.0,405.41,2021-05-12 00:00:00-04:00
106393963,407.07,412.35,407.02,410.28,2021-05-13 00:00:00-04:00
